city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
559752,Gornozavodsk,RU,58.38,58.32,11/05/20,            34.84,95,100,11.18
3385658,Uruçuí,BR,-7.23,-44.56,11/05/20,            84.9,66,78,4.52
3029973,Arrondissement de Brive-la-Gaillarde,FR,45.25,1.5,11/05/20,            48,84,0,3
705135,Konotop,UA,51.24,33.2,11/05/20,            40.48,93,0,7.81
149050,Uvinza,TZ,-5.1,30.39,11/05/20,            70.18,83,100,2.71
5975004,High Level,CA,58.52,-117.14,11/05/20,            14,85,90,5.82
2409215,Mattru,SL,7.62,-11.83,11/05/20,            76.95,92,41,3.44
1267742,Karjat,IN,18.92,73.33,11/05/20,            80.6,51,0,4.7
2020689,Luchegorsk,RU,46.48,134.26,11/05/20,            28.85,95,36,4.59
5870133,Nome,US,64.5,-165.41,11/05/20,            32.09,96,90,41.38
581049,Arkhangelsk,RU,64.54,40.54,11/05/20,            39.2,93,90,6.71
2166368,Forbes,AU,-33.38,148.02,11/05/20,            50,85,0,5.37
2127515,Wakkanai,JP,45.41,141.67,11/05/20,            51.31,55,1,25.64
2013465,Verkhoyansk,RU,67.54,133.38,11/05/20,            -23.69,85,92,1.01
211098,Lubao,CD,-5.37,25.75,11/05/20,            70.74,97,92,4.03
4013726,Anáhuac,MX,27.23,-100.15,11/05/20,            78.8,50,20,8.05
2017215,Sangar,RU,63.92,127.47,11/05/20,            0.9,93,100,0.69
1499007,Mel'nikovo,RU,56.56,84.08,11/05/20,            35.49,85,99,9.28
1696188,Palauig,PH,15.44,119.9,11/05/20,            79.32,77,100,3.22
2173911,Broken Hill,AU,-31.95,141.43,11/05/20,            50,57,100,9.17
2541479,Nador,MA,35.17,-2.93,11/05/20,            68.97,73,0,1.97
3815453,Villa Vicente Guerrero,MX,19.12,-98.17,11/05/20,            68,32,5,8.05
1692364,Puro,PH,12.48,123.38,11/05/20,            78.44,85,90,4.74
1791779,Wanning,CN,18.8,110.4,11/05/20,            74.98,90,100,10.94
57000,Hobyo,SO,5.35,48.53,11/05/20,            80.29,79,94,9.24
2120334,Tymovskoye,RU,50.85,142.66,11/05/20,            25.61,87,32,5.86
5225857,Aberdeen,US,45.46,-98.49,11/05/20,            62.74,44,1,17.22
5821593,Cody,US,44.53,-109.06,11/05/20,            66.2,19,1,12.75
515805,Oktyabr'skoye,RU,43.06,44.74,11/05/20,            37.4,93,100,2.24
1493197,Salekhard,RU,66.53,66.6,11/05/20,            24.08,98,100,10.98
2167426,Emerald,AU,-23.53,148.17,11/05/20,            72.9,22,0,21.92
576093,Blagoyevo,RU,63.37,47.92,11/05/20,            37.69,84,83,10.18
3118514,Lleida,ES,41.62,0.62,11/05/20,            58.12,87,20,12.75
3674130,Mutatá,CO,7.24,-76.44,11/05/20,            81.72,79,100,2.48
3932145,Pisco,PE,-13.7,-76.22,11/05/20,            68,77,40,11.41
1695546,Pandan,PH,14.05,124.17,11/05/20,            77.99,80,14,3.8
3582678,Belize,BZ,17.25,-88.75,11/05/20,            75,89,100,3.31
1493722,Rebrikha,RU,53.07,82.34,11/05/20,            34.03,91,98,9.4
2694762,Linköping,SE,58.41,15.62,11/05/20,            52.18,76,0,12.75
